path,loc,summary,n_defs,n_classes,fan_out,imports_internal,fan_in,imported_by,cli_verbs,n_tests,test_refs,shell_refs,orphan
mamey/degradation.py,43,"degradation.py — v9.7.367 CANDIDATE (Indigo2 §1, the review lane-ruled 2026-08-15).",3,0,0,,10,mamey/antismash_tables.py;mamey/cli.py;mamey/fragment_ceiling.py;mamey/gene_by_gene.py;mamey/master_workbook.py;mamey/parsers.py,,10,test_bigscape_mapping.py;test_class_frequency_grounding_lq_np01.py;test_cohort_context_lq_strain_03.py;test_gene_context_v9788.py,,False
mamey/deliverable_queue.py,153,"deliverable_queue.py — resumable, autonomous strain-deliverable queue (.345).",5,0,3,blastp_gate;blastp_ingest;console,1,mamey/cli.py,deliverable-queue,0,,,False
mamey/deliverables_registry.py,380,Registry-backed Sapote-Mamey deliverables menu.,16,2,0,,4,mamey/cli.py;tools/build_deliverable_menu_widget.py;tools/generate_deliverables_menu.py;tools/session_checklist.py,deliverables,2,test_deliverables_registry_v9_7_391.py;test_laptop_candidates_v97409.py,,False
mamey/diagnostic_rescue.py,461,Class-aware Diagnostic Rescue layer (v9.7.24).,16,0,2,console;rggmci,3,mamey/bgc_decomp.py;mamey/package_addons.py;tools/intake_harness.py,,4,test_diagnostic_rescue.py;test_family_map.py;test_parse_cb_parity_v97253.py;test_rggmci_v2.py,,False
mamey/diamond_align.py,244,diamond_align.py — offline protein alignment via DIAMOND (diamond4py binding).,8,0,0,,1,mamey/compare.py,,3,test_409_cli_breakers.py;test_compare_alignment_threads.py;test_diamond_align.py,,False
mamey/directed_pks_study.py,318,Directed PKS Study scaffold.,15,1,1,modeb_full20,0,,directed-pks-study,2,test_directed_pks_study_scaffold.py;test_private_identifier_hits_schema_p02.py,,False
mamey/directed_studies/cddr_pks.py,181,CDDR-PKS report type.,6,1,0,,2,mamey/cli.py;mamey/directed_studies/pks.py,cddr-pks,1,test_next_ten_patch_stack.py,,False
mamey/directed_studies/pks.py,220,Directed PKS Study Mode.,7,1,8,antismash_ingest;cddr_pks;directed_study_workbook;efls;handle_registry;lite;locus_renderer_v2;resolver,2,mamey/cli.py;tools/run_directed_pks_study.py,directed-pks-study;cddr-pks;wise-fragmented-pks,13,test_blastp_ingest_v97163.py;test_class_architecture.py;test_composite_deinflation_gate.py;test_domain_level_v9789.py,,False
mamey/discover.py,317,mamey discover — orient inside a Mamey workspace and report what's here + what to do next.,15,0,3,console;manifest_schema;workspace_source_discovery,1,mamey/cli.py,discover,7,test_blastp_store_importers.py;test_cluster_discovery.py;test_discover.py;test_discover_workspace_sources.py,,False
mamey/dkp_cdps.py,230,DKP/CDPS marker family scanner and claim-safety classifiers.,9,1,2,crosswalk;models,1,mamey/source_scans.py,,2,test_contig_key_and_summary_row.py;test_dkp_cdps_marker.py,,False
mamey/document_export.py,681,Render governed Sapote Markdown to DOCX and PDF from one canonical model.,24,2,1,sapote_markdown,2,mamey/document_factory.py;mamey/layperson_guide.py,,1,test_sapote_markdown_document_export.py,,False
mamey/document_factory.py,419,Token-light batch authoring for governed Sapote documents.,19,1,2,document_export;sapote_markdown,0,,,1,test_document_factory.py,,False
mamey/domain_figures.py,312,domain_figures.py — native domain-level figures (v9.7.89).,13,0,1,figure_save,3,mamey/chatgpt_commands.py;mamey/cli.py;mamey/render_all_figures.py,figures,4,test_cohort_figures_constrained_layout_footer_collision.py;test_domain_figures_v9789.py;test_domain_strip_footer_legend_collision.py;test_node_label_region_disambiguation.py,,False
mamey/domain_level.py,565,domain_level.py — native domain-level Mode B enrichment (v9.7.89).,21,0,2,gene_context;parsers,3,mamey/chatgpt_commands.py;mamey/cli.py;mamey/render_all_figures.py,domain-level,11,test_409_post_seal_checksums.py;test_409_seal_integrity_r2.py;test_determinism_repairs_v97407.py;test_domain_figures_v9789.py,,False
mamey/domain_reference.py,207,domain_reference.py — the Mode-B domain functional-context dictionary (DOMREF-01).,5,0,0,,3,mamey/resistance_dossier.py;tools/build_domain_reference.py;tools/build_novelty_shortlist.py,domain-reference,2,test_domain_reference.py;test_resistance_dossier.py,,False
mamey/domain_tree.py,233,"domain_tree.py — the GATED builder pipeline for BGC-machinery domain trees (VGP-399, card 1/3).",9,1,1,csv_safety,0,,,1,test_domain_tree.py,,False
mamey/dualpass_ledger.py,243,dualpass_ledger.py — cross-model reproducibility tooling (roadmap #8).,11,0,2,console;exclusions,1,mamey/cli.py,dualpass,2,test_dualpass_ledger.py;test_exclusions_ssot.py,,False
mamey/ebi_xml_to_outfmt10.py,58,"ebi_xml_to_outfmt10.py — (folded from the AS-XXX EBI patch, v9.7.215) convert an EBI ncbiblast XML result (one query/job) into an",2,0,1,console,1,mamey/blastp_ebi.py,,1,test_blastp_ebi.py,,False
mamey/ecology_context.py,91,Source-bound ecological context for Mode B judgment.,3,0,0,,0,,,1,test_ecology_context.py,,False
mamey/efls.py,403,EFLS Rewire: evidence-first linkage scoring for fragmented BGC groups.,18,3,0,,2,mamey/directed_studies/pks.py;tools/run_efls_rewire.py,,6,test_build_figures_no_fabrication.py;test_bunny_hop_fixes.py;test_efls_pair_count_not_capped_list_v97396.py;test_next_ten_patch_stack.py,,False
mamey/enrichment_sections.py,344,Mamey deterministic enrichment-section generators (Mode B §11-§20).,13,1,1,singleton_filter,1,mamey/judgment_store.py,,4,test_enrichment_header_format.py;test_enrichment_parse_genes_eval_p04.py;test_enrichment_sections.py;test_singleton_filter.py,,False
mamey/evidence_registry.py,92,"Validate a portable, heterogeneous strain evidence registry.",1,1,0,,1,tools/validate_portfolio_registry.py,,1,test_portable_privacy_and_evidence_registry_v97391.py,,False
mamey/evidence_roots.py,245,Portable logical-source resolution for refreshable report builds.,8,1,1,workspace_source_discovery,3,mamey/bgc_l0_program.py;mamey/report_from_spec.py;tools/session_checklist.py,,2,test_evidence_roots.py;test_recovery_locator_and_durability_root_v97396.py,,False
mamey/exact_identity.py,74,Fail-closed helpers for the permanent exact-locus display contract.,4,1,0,,4,mamey/lab_quest.py;mamey/layperson_guide.py;mamey/strain_modeb.py;tools/determinism_fingerprint.py,,7,test_409_package_path_privacy.py;test_alias_reader_binding_v97408.py;test_gene_first_figure_overlay.py;test_gene_first_identity_convergence_v2r2.py,,False
mamey/exclusion_gate.py,176,exclusion_gate.py — leak detector for whole-strain exclusions in GOVERNED output.,8,0,1,exclusions,2,mamey/master_workbook.py;mamey/validate.py,,2,test_exclusion_gate.py;test_exclusion_gate_integration.py,,False
mamey/exclusions.py,248,exclusions.py — single source of truth (SSOT) for whole-strain exclusions.,12,0,0,,14,mamey/assembly_line.py;mamey/cli.py;mamey/cohort_figures_extended.py;mamey/compound_family_report.py;mamey/dualpass_ledger.py;mamey/exclusion_gate.py,,21,test_409_figure_provenance.py;test_cohort_class_heatmap_v9790.py;test_compound_class_annotation.py;test_cut10b_official_data_resolution.py,,False
mamey/external_adapters.py,208,Build the scan_status dict consumed by MameyRun and written to manifest.json.,2,0,2,cohort_resolver;models,1,mamey/cli.py,,4,test_blda_not_applicable_p9.py;test_efls_pair_count_not_capped_list_v97396.py;test_emitted_output_determinism_v97396.py;test_release_patches_v194prep.py,,False
mamey/external_data.py,198,external_data.py — resolve USER-PROVISIONED third-party datasets. Nothing here is redistributed.,4,2,0,,6,mamey/cli.py;mamey/fragment_ceiling.py;mamey/literature_lookup.py;mamey/mibig_neighborhoods_api.py;mamey/npatlas_provision.py;tools/phylo_place.py,,6,test_as48_public_np_carveout.py;test_cut10b_official_data_resolution.py;test_fragment_ceiling.py;test_mibig_neighborhoods.py,,False
mamey/figure_factory_default_config.py,424,Synthesize a Figure Factory Next config plus its admitted inputs from a package.,12,0,2,figure_factory_next;figure_policy,0,,figure-factory,1,test_figure_factory_default_config_v97409.py,,False
mamey/figure_factory_next.py,417,"Portable, manifest-governed aggregate evidence figures.",11,1,1,figure_policy,2,mamey/cli.py;mamey/figure_factory_default_config.py,figure-factory,5,test_409_caption_reference_sensitivity.py;test_ff_subcommand_wiring_v97409.py;test_figure_factory_next.py;test_phylogeny_figure_factory.py,,False
mamey/figure_policy.py,915,figure_policy.py — canonical figure-content policy for Sapote-Mamey.,22,1,0,,16,mamey/cohort_figures.py;mamey/compile_report.py;mamey/figure_factory_default_config.py;mamey/figure_factory_next.py;mamey/figures_extra.py;mamey/figures_sapote.py,,6,test_409_figure_provenance.py;test_directed_pks_study_scaffold.py;test_figure_factory_gate_separation_codex13.py;test_figure_policy.py,,False
mamey/figure_review_queue.py,488,"Build a portable, paginated owner-review surface for rendered figures.",13,1,0,,1,tools/build_figure_review_queue.py,,1,test_figure_review_queue.py,,False
mamey/figure_save.py,192,Canonical paired figure writer and receipt inventory.,6,2,1,figure_theme,8,mamey/bgc_figures.py;mamey/cohort_figures.py;mamey/domain_figures.py;mamey/figures_sapote.py;mamey/interactive_figures/figure_set_renderer_tranche7.py;mamey/interactive_figures/kcb_tertile_figure.py,,2,test_bgc_figures_figure_save_v97406.py;test_figure_save_v97406.py,,False
mamey/figure_theme.py,183,Governed Sapote-Mamey figure theme and export helpers.,7,1,1,report_theme,5,mamey/cross_strain_figures.py;mamey/figure_save.py;mamey/interactive_figures/three_channel_evidence_matrix.py;mamey/layperson_guide.py;mamey/tree_heatmap_panel.py,,8,test_409_package_path_privacy.py;test_cohort_figures_constrained_layout_footer_collision.py;test_domain_strip_footer_legend_collision.py;test_figure_save_v97406.py,,False
mamey/figures/locus_map.py,361,"Locus map SVG renderer — lightweight, no matplotlib dependency (v9.7.145).",8,1,1,console,5,mamey/chatgpt_commands.py;mamey/cli.py;mamey/compile_report.py;mamey/locus_map_v8.py;mamey/render_all_figures.py,,14,test_combined_report_builder.py;test_cut_210_hygiene.py;test_figure_import_guards.py;test_locus_gene_context_loader_v9_7_117.py,,False
mamey/figures/locus_renderer_v2.py,393,"Publication-grade, evidence-gated vector locus renderer v2.",16,2,0,,1,mamey/directed_studies/pks.py,,1,test_next_ten_patch_stack.py,,False
mamey/figures_extra.py,497,figures_extra.py — extended deterministic auto-emit figures for the Mamey package.,16,0,5,figure_policy;render_brief;render_safe;scoring;two_pathway,1,mamey/render_brief.py,figures,4,test_409_figure_provenance.py;test_figure_csv_schema_item18.py;test_g1_module_contracts.py;test_layout_safety_ls.py,,False
mamey/figures_sapote.py,437,figures_sapote.py — deterministic Sapote-layer figures for the Mamey package.,14,0,6,boundary_palette;figure_policy;figure_save;render_brief;render_safe;scoring,1,mamey/render_brief.py,figures,10,test_boss_ready_figure_labels.py;test_boundary_palette_v97253.py;test_figure_overlap_fixes_v9787.py;test_figure_polish_layout.py,,False
mamey/figures_smoke.py,394,figures_smoke.py — smoke-mode figure generation from triage + inventory CSVs.,12,0,1,boundary_palette,2,mamey/cli.py;mamey/render_all_figures.py,figures,4,test_boundary_palette_v97253.py;test_figures_smoke.py;test_p4_p11_classifier_fixes.py;test_v97148_patches.py,,False
mamey/figures_split.py,116,"figures_split.py — standalone (loaded by-path in tests, so not a shim).",8,0,0,,1,mamey/render_brief.py,figures,2,test_cluster_tools_v9753.py;test_cohort_figures_dedup_guard.py,,False
mamey/fragment_ceiling.py,168,fragment_ceiling.py — engine-side fragment claim-ceiling for Mamey.,5,0,2,degradation;external_data,2,mamey/antismash_evidence.py;mamey/dedup_and_guard.py,,1,test_fragment_ceiling.py,,False
mamey/gemini.py,9,DEPRECATED shim — the two-strain comparison module was renamed to `mamey.compare` (v9.7.191).,0,0,1,compare,0,,,1,test_compare_synthetic_ani.py,,False
mamey/gene_by_gene.py,696,gene_by_gene.py — per-gene table for top Mode B leads (v9.7.81).,9,0,6,crosswalk;degradation;gene_context;parsers;xlsx_determinism;ziputil,1,mamey/cli.py,,8,test_409_provenance_anchors.py;test_409_resource_bounds.py;test_figure_data_sidecars.py;test_gene_by_gene.py,,False
mamey/gene_context.py,310,"gene_context.py — normalized per-CDS gene context, sealed into the package (v9.7.88).",7,0,2,console;crosswalk,5,mamey/chatgpt_commands.py;mamey/cli.py;mamey/domain_level.py;mamey/gene_by_gene.py;mamey/master_workbook.py,,13,test_409_provenance_anchors.py;test_as932_patchset_v9_7_196.py;test_blastp_autoharness.py;test_blastp_ingest_overlay_v9_7_241.py,,False
mamey/genome_explore.py,294,"mamey.genome_explore — efficient, question-driven genome exploration mode.",12,0,2,console;scan_channel_alias,2,mamey/authored_verify.py;mamey/cli.py,explore,6,test_alias_reader_binding_v97408.py;test_blastp_ingest_overlay_v9_7_241.py;test_blastp_overlay_write_path.py;test_conservation_background_and_driver.py,,False
mamey/genus_appendix.py,201,"mamey genus-appendix — antifungal (AF) & antibacterial (AB) candidate appendices, by genus.",8,0,1,console,1,mamey/cli.py,genus-appendix,2,test_genus_appendix.py;test_seal01_tier_manifest_membership.py,,False
mamey/genus_reference.py,131,genus_reference.py — read-only access to shipped genus reference banks (v9.7.99).,8,0,0,,2,mamey/cohort_class_heatmap.py;mamey/cross_strain_threads.py,,2,test_genus_reference_registry_sourced.py;test_nocardia_reference_bank.py,,False
mamey/good_guesses.py,765,"mamey good-guesses — the ""Good Guesses"" interpretive-priors report (FA7 prototype).",26,1,2,compile_report;console,1,mamey/cli.py,good-guesses,1,test_good_guesses.py,,False
mamey/handoff.py,177,Portable handoff bundler (v9.7.199).,6,0,2,console;packaging,1,mamey/cli.py,handoff,12,test_claim_safety_gate_unreadable_coverage_bc2_401.py;test_completeness_verdicts_honesty_v9_7_376.py;test_cy_domain_core_v9_7_116.py;test_lab_quest_v97390.py,,False
mamey/hmm_blastp_adjudicate.py,263,"hmm_blastp_adjudicate — the intrinsic-structure HMM channel, reconciled with extrinsic BLASTp.",7,0,2,bgc_walk;wheelhouse,2,mamey/cli.py;mamey/registry_detector.py,,3,test_cut_216_hygiene.py;test_hmm_blastp_adjudicate.py;test_run_hmm_scan_v97406.py,,False
mamey/id_resolver.py,39,ID resolver — one row per BGC tying together the identifiers a reader needs to cross-reference.,3,0,0,,2,tools/build_id_resolver.py;tools/build_modeb_deepdive.py,,1,test_id_resolver.py,,False
mamey/interactive_figures/bigscape_extension.py,612,Optional BiG-SCAPE companion extension for the governed Figure Factory.,21,2,1,bigscape_namespace,1,mamey/cli.py,bigscape,2,test_bigscape_figure_factory_extension.py;test_bigscape_namespace_guard.py,,False
mamey/interactive_figures/codex_heatmap_pack.py,584,Codex-oriented Figure Factory heatmap publication pack.,22,1,1,console,1,mamey/cli.py,,2,test_codex_heatmap_pack_v97345.py;test_heatmap_text_contrast_bc2_398.py,,False
mamey/interactive_figures/component_gallery.py,301,"Static, data-free SVG component gallery for Sapote-Mamey reports.",14,1,3,console;optional_output;theme_gallery,1,tools/preview_figure_components.py,,4,test_figure_component_gallery_owner_correction_v97392.py;test_figure_component_gallery_v97392.py;test_figure_factory_optional_tools_integration_v97392.py;test_three_channel_evidence_matrix_adapter_v97392.py,,False
mamey/interactive_figures/figure_atlas.py,121,Render and reconcile all implemented Codex Figure Factory tranches.,1,0,8,figure_policy;figure_set_registry;figure_set_renderer;figure_set_renderer_tranche2;figure_set_renderer_tranche3;figure_set_renderer_tranche4;figure_set_renderer_tranche5;figure_set_renderer_tranche6,1,mamey/cli.py,atlas,2,test_figure_factory_gate_separation_codex13.py;test_figure_source_bundle_and_tranche2_v97345.py,,False
mamey/interactive_figures/figure_set_registry.py,408,Governed 200-set Figure Factory registry for the Codex presentation layer.,10,2,1,console,9,mamey/cli.py;mamey/interactive_figures/figure_atlas.py;mamey/interactive_figures/figure_set_renderer.py;mamey/interactive_figures/figure_set_renderer_tranche2.py;mamey/interactive_figures/figure_set_renderer_tranche3.py;mamey/interactive_figures/figure_set_renderer_tranche4.py,,2,test_figure_set_registry_v97345.py;test_figure_set_renderer_v97345.py,,False
mamey/interactive_figures/figure_set_renderer.py,1073,Dependency-free renderer for Codex Figure Factory registry tranche 1.,42,1,3,console;figure_policy;figure_set_registry,8,mamey/cli.py;mamey/interactive_figures/figure_atlas.py;mamey/interactive_figures/figure_set_renderer_tranche2.py;mamey/interactive_figures/figure_set_renderer_tranche3.py;mamey/interactive_figures/figure_set_renderer_tranche4.py;mamey/interactive_figures/figure_set_renderer_tranche5.py,,3,test_figure_review_queue.py;test_figure_set_renderer_v97345.py;test_heatmap_text_contrast_bc2_398.py,,False
mamey/interactive_figures/figure_set_renderer_tranche2.py,378,Render 21 source-complete Codex Figure Factory sets (tranche 2).,7,0,3,console;figure_set_registry;figure_set_renderer,3,mamey/cli.py;mamey/interactive_figures/figure_atlas.py;mamey/interactive_figures/figure_set_renderer_tranche6.py,,1,test_figure_source_bundle_and_tranche2_v97345.py,,False
mamey/interactive_figures/figure_set_renderer_tranche3.py,404,Render 28 sealed-evidence Codex Figure Factory sets (tranche 3).,9,0,3,console;figure_set_registry;figure_set_renderer,3,mamey/cli.py;mamey/interactive_figures/figure_atlas.py;mamey/interactive_figures/figure_set_renderer_tranche6.py,,1,test_figure_source_bundle_and_tranche2_v97345.py,,False
mamey/interactive_figures/figure_set_renderer_tranche4.py,157,Render 14 tailoring-like and regulator-like burden sets (tranche 4).,5,0,3,console;figure_set_registry;figure_set_renderer,3,mamey/cli.py;mamey/interactive_figures/figure_atlas.py;mamey/interactive_figures/figure_set_renderer_tranche6.py,,1,test_figure_source_bundle_and_tranche2_v97345.py,,False
mamey/interactive_figures/figure_set_renderer_tranche5.py,527,Render 92 source-backed non-lead figure sets (tranche 5).,16,1,3,console;figure_set_registry;figure_set_renderer,3,mamey/cli.py;mamey/interactive_figures/figure_atlas.py;mamey/interactive_figures/figure_set_renderer_tranche6.py,,2,test_figure_source_bundle_and_tranche2_v97345.py;test_tranche5_sensitivity_eligibility_parity_v97408.py,,False
mamey/interactive_figures/figure_set_renderer_tranche6.py,153,Render 25 ledger-gated lead-context figure sets (tranche 6).,3,0,7,console;figure_set_registry;figure_set_renderer;figure_set_renderer_tranche2;figure_set_renderer_tranche3;figure_set_renderer_tranche4;figure_set_renderer_tranche5,2,mamey/cli.py;mamey/interactive_figures/figure_atlas.py,,1,test_figure_source_bundle_and_tranche2_v97345.py,,False
mamey/interactive_figures/figure_set_renderer_tranche7.py,278,"Provisional, source-bound Figure Factory repair tranche.",12,1,1,figure_save,0,,,1,test_figure_tranche7_v97406.py,,False
mamey/interactive_figures/figure_source_bundle.py,820,Build a provenance-rich cohort figure source bundle from sealed packages.,10,0,3,console;figure_set_registry;widget_data,1,mamey/cli.py,,5,test_figure_source_bundle_and_tranche2_v97345.py;test_figure_source_bundle_feature_types_v97408.py;test_figure_source_contract_v97407.py;test_figure_tranche7_v97406.py,,False
mamey/interactive_figures/kcb_tertile_figure.py,115,Source-bound Q-020 KCB cumulative-score cohort-tertile figure.,3,1,2,exclusions;figure_save,0,,,1,test_figure_tranche7_v97406.py,,False
mamey/interactive_figures/optional_output.py,69,Small collision-safe output transaction for explicit optional figure tools.,3,1,0,,2,mamey/interactive_figures/component_gallery.py;mamey/interactive_figures/theme_gallery.py,,1,test_figure_factory_optional_tools_integration_v97392.py,,False
mamey/interactive_figures/owner_kept_inputs.py,311,Build current-data inputs for owner-kept Figure Factory designs.,7,0,1,figure_set_renderer,1,tools/build_owner_kept_figure_inputs.py,,2,test_figure_tranche7_v97406.py;test_owner_kept_figure_inputs.py,,False
mamey/interactive_figures/progress_dashboard.py,191,Reusable cumulative-plus-interval progress dashboard.,5,2,1,figure_save,0,,,1,test_progress_dashboard_v97406.py,,False
mamey/interactive_figures/publication_bridge.py,567,Deterministic AS widget-to-publication figure bridge.,24,1,1,console,2,mamey/interactive_figures/widget_data.py;tools/figure_readiness_board.py,,2,test_figure_readiness_board_v97406.py;test_figure_tranche7_v97406.py,,False
mamey/interactive_figures/theme_gallery.py,209,Portable theme-gallery prototype for post-seal Sapote-Mamey figures.,8,1,2,console;optional_output,3,mamey/interactive_figures/component_gallery.py;mamey/interactive_figures/three_channel_evidence_matrix.py;tools/preview_figure_themes.py,,2,test_figure_factory_optional_tools_integration_v97392.py;test_figure_theme_gallery_v97392.py,,False
mamey/interactive_figures/three_channel_evidence_matrix.py,515,Portable static adapter for a three-channel evidence matrix.,20,4,4,console;figure_save;figure_theme;theme_gallery,1,tools/render_three_channel_evidence_matrix.py,,2,test_figure_save_v97406.py;test_three_channel_evidence_matrix_adapter_v97392.py,,False
mamey/interactive_figures/widget_data.py,652,Build the AS widget-data aggregate FROM sealed Mamey packages.,24,0,4,console;exclusions;publication_bridge;workspace_root,2,mamey/cli.py;mamey/interactive_figures/figure_source_bundle.py,,4,test_exclusions_ssot.py;test_verify_tier_derivation.py;test_widget_data.py;test_widget_deliverable.py,,False
mamey/issue_registry.py,243,"Typed, user-visible issue and correction logging for sealed packages.",7,1,0,,0,,,1,test_issue_registry.py,,False
mamey/judgment_store.py,778,judgment_store.py — Persistent judgment register for Sapote Mode B output.,30,0,4,claim_safety_linter;enrichment_sections;locator_reconciliation;mode_b_quality_gate,6,mamey/cli.py;mamey/compile_report.py;mamey/master_workbook.py;mamey/mode_b_receipt.py;mamey/render_brief.py;mamey/seal_package.py,,18,test_409_concurrency_atomic.py;test_auto_detect_ingest.py;test_bunny_hop_fixes.py;test_claim_safety_multiword_copula_blocking_gate_bc2.py,,False
mamey/kcb_frontpage.py,130,"kcb_frontpage — read the antiSMASH ""Most similar known cluster"" column, for every region.",4,0,1,console,3,mamey/cli.py;mamey/raw_antismash_triage.py;tools/bgc_reconcile.py,kcb-frontpage,4,test_audit230_fixes.py;test_kcb_frontpage.py;test_no_raw_module_stub_leaks_v97397.py;test_raw_antismash_triage.py,,False
mamey/kcb_locusmap.py,640,mamey/kcb_locusmap.py — offline KnownClusterBlast / ClusterBlast comparative locus maps.,18,4,2,console;ziputil,2,mamey/cli.py;mamey/locus_map_v8.py,kcb-locusmap,2,test_kcb_locusmap.py;test_zip_nonregular_member_intake_v97401.py,,False
mamey/ks_phylogeny.py,246,ks_phylogeny.py — in-engine home for the module-core (KS) domain phylogeny channel (C06 / P358-003).,7,0,0,,1,tools/build_domain_tree.py,,3,test_domain_tree_contract_v97406.py;test_ks_phylogeny.py;test_tailoring_extract.py,,False
mamey/lab_quest.py,692,"Portable, claim-safe support for the optional local Lab Quest interface.",31,3,3,exact_identity;project_catalog;validate,3,mamey/cli.py;mamey/lab_quest_app.py;mamey/lab_quest_registry.py,,1,test_lab_quest_v97390.py,,False
mamey/lab_quest_app.py,419,Accessible optional local interface for receipt-governed Mamey workflows.,15,0,3,lab_quest;lab_quest_registry;project_catalog,0,,,1,test_lab_quest_v97390.py,,False
mamey/lab_quest_registry.py,345,Receipt-backed workflow registry for the optional Lab Quest interface.,13,4,1,lab_quest,1,mamey/lab_quest_app.py,,1,test_lab_quest_v97390.py,,False
mamey/layperson_guide.py,506,"Claim-safe, package-only layperson guide renderer.",21,1,5,console;document_export;exact_identity;figure_theme;sapote_markdown,1,mamey/cli.py,guide;layperson,4,test_409_package_path_privacy.py;test_compile_report.py;test_layperson_guide_v97407.py;test_v9_7_338_L3_modeb_report.py,,False
mamey/lcms/handle_registry.py,175,LC-MS Chemical Handle Registry v2.,4,1,0,,1,mamey/directed_studies/pks.py,,1,test_next_ten_patch_stack.py,,False
mamey/lead_board.py,180,lead_board.py — the per-strain Lead Board (Mamey output mode).,5,0,0,,1,mamey/cli.py,,6,test_build_lead_tiers_missing_optional_bank_files.py;test_ingest_coupling.py;test_ingest_modeb_verdicts_merge.py;test_lead_board_class_sets_v97253.py,,False
mamey/lead_pages.py,662,"lead_pages.py — Wave B (v9.7.341 follow-up, bundle-only report layer)",20,0,6,assembly_line;card_verdicts;console;convergence_band;scoring;ziputil,1,mamey/cli.py,lead-pages,4,test_laptop_candidates_v97409.py;test_lead_pages_emit_not_defined.py;test_lead_pages_no_hardcoded_root.py;test_lead_pages_wave_b.py,,False
mamey/lead_propagation.py,205,lead_propagation.py — package-level lead-propagation audit (v9.7.405).,8,1,0,,1,tools/lead_propagation_gate.py,,1,test_lead_propagation_gate_v97405.py,,False
mamey/legacy_feature_gate.py,194,Release-level Legacy Feature Matrix Gate.,5,1,0,,1,mamey/release_qa.py,,2,test_legacy_feature_gate_atomic_write_bc2_401.py;test_next_ten_patch_stack.py,,False
mamey/length_weighted.py,216,Trial-only length-weighted BGC capacity metric (P-LWC).,6,0,0,,2,mamey/cli.py;mamey/workbook.py,,4,test_patch_l4_mpg_length_wb.py;test_patch_p_mpg_lwc.py;test_reporting_evidence_v2.py;test_seal01_tier_manifest_membership.py,,False
mamey/literature_intake.py,263,Parse PubMed plain-text exports into provenance-bound literature records.,9,1,2,console;csv_safety,0,,literature,1,test_literature_intake.py,,False
mamey/literature_lookup.py,148,literature_lookup.py — retrieve full PubMed abstracts (and search them) from the in-bundle corpus.,8,0,2,console;external_data,2,mamey/cli.py;mamey/modeb_subsections.py,literature;lookup,2,test_literature_corpus_not_shipped_v9_7_382.py;test_literature_lookup.py,,False
mamey/llm_handoff.py,189,Dual-LLM handoff receipt gate for ChatGPT and Claude bundles.,6,2,0,,1,mamey/release_qa.py,handoff,1,test_next_ten_patch_stack.py,,False
mamey/locus_map.py,551,"mamey/locus_map.py — deterministic gene-arrow locus maps, matplotlib PNG (v9.7.90).",18,0,1,locus_map_v8,5,mamey/chatgpt_commands.py;mamey/cli.py;mamey/compile_report.py;mamey/locus_map_v8.py;mamey/render_all_figures.py,,14,test_combined_report_builder.py;test_cut_210_hygiene.py;test_figure_import_guards.py;test_locus_gene_context_loader_v9_7_117.py,,False
mamey/locus_map_v8.py,916,"Evidence-dense, package-native locus maps (v8).",31,4,2,kcb_locusmap;locus_map,2,mamey/cli.py;mamey/locus_map.py,,3,test_locus_map_compile_integration.py;test_locus_map_compile_integration_v9_7_152.py;test_locus_map_v8.py,,False
mamey/logging_setup.py,55,"mamey/logging_setup.py — CANDIDATE (Indigo2 JOB-E / TASK-01, 2026-08-15).",2,0,0,,1,mamey/wheelhouse.py,,1,test_logging_setup.py,,False
mamey/mamey_cassettes.py,47,Mamey cassette registry draft.,0,0,1,registry_schema,0,,,2,test_registry_formalization.py;test_tier_parity_receipt.py,,False
mamey/mamey_markers.py,139,Mamey marker registry draft.,0,0,1,registry_schema,1,tools/build_domain_matrix.py,,2,test_registry_formalization.py;test_tier_parity_receipt.py,,False
mamey/mamey_native_figures.py,355,mamey_native_figures.py — workbook-native Mamey figure set.,11,0,0,,2,mamey/chatgpt_commands.py;mamey/render_all_figures.py,figures,4,test_409_seal_integrity_r2.py;test_mamey_native_figures_policy.py;test_native_figure_adapter_v9_7_115.py;test_render_all_figures.py,,False
mamey/manifest_schema.py,323,manifest_schema.py — canonical manifest field names + a fail-loud accessor.,8,1,0,,9,mamey/cohort_figures.py;mamey/compile_report.py;mamey/discover.py;mamey/modeb_template_emitter.py;mamey/package_addons.py;mamey/package_inspector.py,ani,7,test_claude_409_schemas_contracts.py;test_manifest_blda_contract_v97408.py;test_manifest_contract_checker_v97407.py;test_manifest_contract_producer_version_v97408.py,,False
mamey/markdown_pdf.py,380,Package-scoped ReportLab renderer for Sapote-Mamey Markdown deliverables.,23,1,1,console,3,mamey/modeb_export.py;tools/render_activity_lead_reports.py;tools/render_deliverable_pdf.py,,1,test_modeb_export_theme_hook.py,,False
mamey/master_figure_atlas.py,976,master_figure_atlas.py — boss-ready figure atlas from a Sapote–Mamey master workbook.,35,1,0,,2,mamey/cohort_class_heatmap.py;tools/build_master_figures.py,atlas,5,test_bee_wasp_master_figures.py;test_c5_c7_v97142_regressions.py;test_figure_import_guards.py;test_master_figure_atlas_unknown_tier.py,,False
